source_publication_date,source_type,source_url,project_name_hint,state,sector_hint,reason_text
2018-04-05,Lok Sabha,https://sansad.in/getFile/loksabhaquestions/annex/14/AU6251.pdf?source=pqals,Tapovan Vishnugad,Uttarakhand,Hydro,"bad geology and water ingress; flash floods; civil contract termination"
2018-04-05,Lok Sabha,https://sansad.in/getFile/loksabhaquestions/annex/14/AU6251.pdf?source=pqals,Lata Tapovan,Uttarakhand,Hydro,"flash flood; local issues; court ban on construction"
2018-04-05,Lok Sabha,https://sansad.in/getFile/loksabhaquestions/annex/14/AU6251.pdf?source=pqals,Rammam III,West Bengal,Hydro,"tree-felling permission delay"
2018-04-05,Lok Sabha,https://sansad.in/getFile/loksabhaquestions/annex/14/AU6251.pdf?source=pqals,Pare HEP,Arunachal Pradesh,Hydro,"law and order; poor geology and access roads; repeated flash floods"
2018-04-05,Lok Sabha,https://sansad.in/getFile/loksabhaquestions/annex/14/AU6251.pdf?source=pqals,Kameng HEP,Arunachal Pradesh,Hydro,"design changes; bad geology and seepage; floods; contractual issues; aggregate and quarry clearance constraints"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Kanker Bedma NH 43,Chhattisgarh,Roads,"poor contractor planning mobilisation and resources"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Chilpi Kawardha NH 30,Chhattisgarh,Roads,"land acquisition; forest clearance; poor contractor mobilisation"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Shivnagar Ambikapur NH 111,Chhattisgarh,Roads,"land acquisition and poor contractor mobilisation"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Banari Masaniyakala NH 200,Chhattisgarh,Roads,"land acquisition and utility shifting"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Ambikapur Patthalgaon NH 78,Chhattisgarh,Roads,"land acquisition and poor contractor mobilisation"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Raipur Simga NH 200,Chhattisgarh,Roads,"land acquisition; forest clearance; utility shifting; poor contractor mobilisation"
2019-12-02,Rajya Sabha,https://sansad.in/getFile/annex/250/AU1566.pdf?source=pqars,Raipur Kodebod NH 43,Chhattisgarh,Roads,"land acquisition; tree cutting; contractor financial crisis and NCLT"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Addahole BC Road,Karnataka,Roads,"wildlife mitigation and forest-related descoping"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Hospet Chitradurga NH 50,Karnataka,Roads,"slow contractor progress and slow land-acquisition compensation"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Tumkur Honnavar Shimoga city,Karnataka,Roads,"land acquisition; encroachment; utility shifting"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Hagari Jadacherla NH 167,Karnataka,Roads,"land acquisition"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Huliyar Sira NH 234,Karnataka,Roads,"land acquisition; forest clearance; contractor financial problems"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Kundapur Surathkal Nantoor Talapady,Karnataka,Roads,"slow concessionaire progress due to financial crisis"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Goa Karnataka Kundapur NH 17,Karnataka,Roads,"forest-land boulder removal and slow land-compensation administration"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Bijapur Hubli NH 218,Karnataka,Roads,"utility shifting and contractor financial problems"
2020-02-03,Rajya Sabha,https://sansad.in/getFile/annex/251/AS13.pdf?source=pqars,Chitradurga Shimoga NH 13,Karnataka,Roads,"land acquisition delay and contract foreclosure"
2024-10-02,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2061283&lang=2&reg=48,Tumakuru Rayadurga New Line,Karnataka,Railways,"land acquisition remained an active execution constraint in sections under review"
2024-10-02,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2061283&lang=2&reg=48,Tumakuru Chitradurga Davangere New Line,Karnataka,Railways,"land acquisition status remained under review during project execution"
2024-12-18,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2085553&lang=2&reg=3,Chitradurga Davangere,Karnataka,Roads,"COVID-19 pandemic caused schedule delay and extension of time"
2024-12-18,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2085553&lang=2&reg=3,Davangere Haveri,Karnataka,Roads,"COVID-19 pandemic caused schedule delay and extension of time"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086644&lang=2&reg=48,Tindivanam Tiruvannamalai new line,Tamil Nadu,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086644&lang=2&reg=48,Attiputtu Puttur new line,Tamil Nadu,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086644&lang=2&reg=48,Morappur Dharmapuri new line,Tamil Nadu,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086644&lang=2&reg=48,Mannargudi Pattukkottai,Tamil Nadu,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086644&lang=2&reg=48,Thanjavur Pattukkottai,Tamil Nadu,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086649&lang=2&reg=48,Nabadwipghat Nabadwipdham New Line,West Bengal,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086649&lang=2&reg=48,Chandaneshwar Jaleswar new line,West Bengal,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086649&lang=2&reg=48,Naihati Ranaghat third line,West Bengal,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086649&lang=2&reg=48,Balurghat Hilli new line,West Bengal,Railways,"project held up by land acquisition delay"
2024-12-20,PIB,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2086649&lang=2&reg=48,Sainthia Sitarampur bypass,West Bengal,Railways,"project held up by land acquisition delay"
